latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.4391929,-70.62854971,131.5429,0.7858,47RFH96C+8HG7,Z1
-33.43197345,-70.62849785,35.4868,0.6743,47RFH99C+6J62,Z1
-33.42834015,-70.61843928,26.1194,0.6781,47RFH9CJ+MJ79,Z1
-33.43035632,-70.61854757,259.6631,0.8415,47RFH99J+VH4M,Z1
-33.44188924,-70.61332849,16.5874,0.6535,47RFH95P+6MVF,Z1
-33.42040036,-70.6198732,79.0102,0.7505,47RFH9HJ+R3JR,Z1
-33.42585974,-70.61953837,232.9022,0.7751,47RFH9FJ+M54Q,Z1
-33.43451908,-70.63225731,138.8011,0.8042,47RFH989+53X9,Z1
-33.43436148,-70.61998643,111.2481,0.7866,47RFH98J+722F,Z1
-33.44480853,-70.62052587,89.278,0.8185,47RFH94H+3QHJ,Z1
-33.4404352,-70.60505354,183.1264,0.8899,47RFH95V+RXGF,Z1
-33.43644648,-70.60137928,161.023,0.8427,47RFH97X+CCH5,Z1
-33.44366166,-70.62327883,190.3428,0.7702,47RFH94G+GMQC,Z1
-33.42804624,-70.62786032,55.6537,0.7317,47RFH9CC+QVJ3,Z1
-33.43331278,-70.60508616,65.2081,0.7372,47RFH98V+MXFC,Z1
-33.44450333,-70.62133441,38.3596,0.7819,47RFH94H+5FVV,Z1
-33.42827348,-70.60614448,144.615,0.8181,47RFH9CV+MGX3,Z1
-33.43236338,-70.62997878,212.7433,0.7405,47RFH99C+322G,Z1
-33.420308,-70.61771588,138.2347,0.7416,47RFH9HJ+VWFJ,Z1
-33.43654383,-70.63129713,55.5822,0.6949,47RFH979+9FP7,Z1
-33.43294223,-70.63492139,37.2475,0.8355,47RFH988+R2G8,Z1
-33.4262174,-70.60453698,25.9366,0.7701,47RFH9FW+G589,Z1
-33.44449185,-70.62611776,21.2851,0.7004,47RFH94F+6H26,Z1
-33.43243155,-70.60296495,112.4689,0.8099,47RFH99W+2RFJ,Z1
-33.435027,-70.60537632,32.3345,0.8251,47RFH97V+XRQX,Z1
-33.44358196,-70.62714522,207.2489,0.8521,47RFH94F+H49M,Z1
-33.43679481,-70.61517841,240.0786,0.8273,47RFH97M+7WP7,Z1
-33.43932085,-70.60409455,411.4394,0.9489,47RFH96W+79C5,Z1
-33.43957102,-70.62529025,153.5603,0.8465,47RFH96F+5VG4,Z1
-33.42424498,-70.61874447,76.464,0.7875,47RFH9GJ+8G26,Z1
-33.44075885,-70.60870971,678.9583,0.875,47RFH95R+MGVM,Z1
-33.43120008,-70.63080617,27.2581,0.6849,47RFH999+GM8R,Z1
-33.44107181,-70.61373845,61.2737,0.7219,47RFH95P+HGC3,Z1
-33.43734862,-70.61586918,118.8079,0.8261,47RFH97M+3M62,Z1
-33.43035762,-70.62350478,53.4436,0.6702,47RFH99G+VH5Q,Z1
-33.44261224,-70.61628078,34.2699,0.7625,47RFH94M+XF5C,Z1
-33.43856099,-70.63005145,29.4765,0.6739,47RFH969+HXGF,Z1
-33.43683846,-70.62028955,65.6287,0.817,47RFH97H+7V8G,Z1
-33.43219583,-70.63292851,17.6686,0.7091,47RFH998+4RG3,Z1
-33.44260036,-70.61555899,168.9582,0.8451,47RFH94M+XQ4R,Z1
-33.44309223,-70.617195,20.9961,0.7058,47RFH94M+Q479,Z1
-33.43743075,-70.6091991,34.1447,0.714,47RFH97R+28FP,Z1
-33.42209672,-70.60906388,209.5915,0.7176,47RFH9HR+5975,Z1
-33.43245231,-70.63739812,208.23,0.9251,47RFH997+229V,Z1
-33.43899173,-70.62668531,90.8278,0.8027,47RFH96F+C846,Z1
-33.43602142,-70.61768547,97.6754,0.765,47RFH97J+HWW2,Z1
-33.44179296,-70.62697458,82.9583,0.815,47RFH95F+76J9,Z1
-33.44126915,-70.61494242,118.3257,0.809,47RFH95P+F2V9,Z1
-33.43153741,-70.63700068,199.2022,0.8421,47RFH997+95QH,Z1
-33.43875978,-70.62613341,34.2872,0.7177,47RFH96F+FGXP,Z1
-33.43403882,-70.60123618,95.6386,0.7282,47RFH98X+9GJF,Z1
-33.44412746,-70.62177122,129.8334,0.8595,47RFH94H+87XV,Z1
-33.42174274,-70.60248948,123.4104,0.7929,47RFH9HX+8227,Z1
-33.42776561,-70.60267207,326.2689,0.8887,47RFH9CW+VWW7,Z1
-33.43074876,-70.6048501,452.2311,0.9163,47RFH99W+P325,Z1
-33.42909671,-70.61093619,233.7676,0.9261,47RFH9CQ+9J82,Z1
-33.42348503,-70.63726379,26.6867,0.6943,47RFH9G7+J35G,Z1
-33.42632894,-70.60323214,26.702,0.6737,47RFH9FW+FP6W,Z1
-33.4255318,-70.61913624,316.8866,0.9107,47RFH9FJ+Q8QP,Z1
-33.44458139,-70.62974973,109.7781,0.8255,47RFH94C+546J,Z1
-33.42808899,-70.60071742,21.4335,0.7499,47RFH9CX+QP7C,Z1
-33.44477345,-70.62869504,49.6454,0.8146,47RFH94C+3GV5,Z1
-33.42409882,-70.61269173,550.8224,0.7785,47RFH9GP+9W75,Z1
-33.42467365,-70.615423,324.0158,0.7526,47RFH9GM+4RP3,Z1
-33.44142122,-70.60421945,54.8673,0.781,47RFH95W+C8J5,Z1
-33.4239084,-70.63889243,397.2059,0.9161,47RFH9G6+CCQM,Z1
-33.44051073,-70.62509961,134.7443,0.8752,47RFH95F+QXRH,Z1
-33.43244956,-70.63081927,29.5285,0.675,47RFH999+2MF5,Z1
-33.44189089,-70.60094259,80.8486,0.8672,47RFH95X+6JV9,Z1
-33.43970068,-70.62232298,16.8898,0.7097,47RFH96H+437W,Z1
-33.43835378,-70.62357165,108.9566,0.7975,47RFH96G+MH3W,Z1
-33.4436216,-70.63653266,226.2165,0.9143,47RFH947+H945,Z1
-33.44123994,-70.61472924,55.0625,0.778,47RFH95P+G42G,Z1
-33.42306183,-70.60113014,85.8907,0.9015,47RFH9GX+QGHH,Z1
-33.43449583,-70.62443185,158.7849,0.7461,47RFH98G+6642,Z1
-33.43687991,-70.63299757,1364.9715,0.8836,47RFH978+6RRR,Z1
