latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.4336381,-70.76220435,40.2353,0.7875,47RFH68Q+G4VF,Z5
-33.45641779,-70.76419626,105.445,0.7567,47RFG6VP+C8M8,Z5
-33.43356905,-70.77087315,26.1832,0.661,47RFH68H+HMC6,Z5
-33.45891755,-70.7614104,134.9998,0.7835,47RFG6RQ+CCP9,Z5
-33.4435218,-70.76006616,234.7,0.7783,47RFH64Q+HXV5,Z5
-33.43501032,-70.76116626,226.8758,0.8078,47RFH67Q+XGWG,Z5
-33.43124824,-70.76911656,175.0213,0.7625,47RFH69J+G923,Z5
-33.44084174,-70.77177002,21.264,0.7216,47RFH65H+M797,Z5
-33.43469145,-70.77462365,47.3891,0.6534,47RFH68G+45C6,Z5
-33.44582158,-70.76001217,46.7688,0.7124,47RFH63Q+MXH4,Z5
-33.43149829,-70.76150796,42.146,0.695,47RFH69Q+C954,Z5
-33.44921185,-70.77049275,49.5603,0.7258,47RFH62H+8R6C,Z5
-33.46986437,-70.76913529,157.1293,0.9163,47RFG6JJ+385G,Z5
-33.46439892,-70.76111785,18.6441,0.7198,47RFG6PQ+6HR2,Z5
-33.45583788,-70.76471616,98.5218,0.8765,47RFG6VP+M47C,Z5
-33.44068526,-70.7606736,18.3339,0.6812,47RFH65Q+PPGF,Z5
-33.45510839,-70.7659877,25.8968,0.7314,47RFG6VM+XJ2M,Z5
-33.43071057,-70.76837128,30.4092,0.7964,47RFH69J+PM6C,Z5
-33.44651226,-70.76304206,512.5046,0.8857,47RFH63P+9QWG,Z5
-33.4391775,-70.76781634,12.2405,0.7009,47RFH66J+8VFX,Z5
-33.44510733,-70.78411332,36.7816,0.6879,47RFH638+X92M,Z5
-33.44431695,-70.76528477,51.6482,0.7754,47RFH64M+7VG9,Z5
-33.43110524,-70.76825451,136.9487,0.8091,47RFH69J+HM5Q,Z5
-33.46812189,-70.76089403,125.2365,0.8304,47RFG6JQ+QJ53,Z5
-33.44650379,-70.76569003,13.5868,0.7117,47RFH63M+9PVX,Z5
-33.43855227,-70.76975687,75.2077,0.7883,47RFH66J+H3HX,Z5
-33.45699626,-70.76194974,95.18,0.744,47RFG6VQ+6634,Z5
-33.46852344,-70.76214808,95.0025,0.8253,47RFG6JQ+H4X3,Z5
-33.43332279,-70.76923995,18.6998,0.7207,47RFH68J+M8C3,Z5
-33.44118778,-70.76424335,308.287,0.8309,47RFH65P+G8CC,Z5
-33.43880655,-70.76215561,54.2114,0.8828,47RFH66Q+F4HJ,Z5
-33.46525699,-70.76025865,474.017,0.8107,47RFG6MQ+VVXP,Z5
-33.44104546,-70.77141907,125.0198,0.8271,47RFH65H+HCP4,Z5
-33.43616069,-70.76106452,10.2033,0.656,47RFH67Q+GHMH,Z5
-33.4532997,-70.76688533,171.9104,0.8516,47RFG6WM+M6Q4,Z5
-33.44099507,-70.76817458,2.6068,0.7587,47RFH65J+JP43,Z5
-33.43150842,-70.76477467,44.9506,0.8528,47RFH69P+93XJ,Z5
-33.43390668,-70.80003933,17.0082,0.7315,47RFH58X+CXPP,Z5
-33.43196484,-70.76941156,37.7361,0.7289,47RFH69J+668H,Z5
-33.43326959,-70.76626744,864.7014,0.6543,47RFH68M+MFX7,Z5
-33.44094135,-70.7606967,43.3049,0.8633,47RFH65Q+JPF8,Z5
-33.43696665,-70.7619662,8.4156,0.7161,47RFH67Q+6676,Z5
-33.4362351,-70.77145138,103.4725,0.7889,47RFH67H+GC3G,Z5
-33.43183792,-70.7663446,189.7917,0.7586,47RFH69M+7F6H,Z5
-33.44201706,-70.77297554,155.6587,0.8644,47RFH65G+5RR9,Z5
-33.4655717,-70.76087334,34.4184,0.6542,47RFG6MQ+QMC2,Z5
-33.45690454,-70.76054438,15.6126,0.6681,47RFG6VQ+6QPW,Z5
-33.4577773,-70.77789048,309.4144,0.8958,47RFG6RC+VRQW,Z5
-33.43359088,-70.77021518,16.6735,0.7194,47RFH68H+HW76,Z5
-33.44592674,-70.76858686,112.2089,0.809,47RFH63J+JHFR,Z5
-33.46099943,-70.76158589,164.1862,0.8432,47RFG6QQ+J933,Z5
-33.45499027,-70.76521904,83.1967,0.8315,47RFG6WM+2W29,Z5
-33.45018387,-70.76583892,33.7612,0.7494,47RFG6XM+WMFJ,Z5
-33.45024293,-70.7649818,204.6525,0.7594,47RFG6XP+W228,Z5
-33.43601834,-70.76421686,99.5619,0.7974,47RFH67P+H8V6,Z5
-33.43892639,-70.76546569,61.9487,0.7368,47RFH66M+CRFR,Z5
-33.44396148,-70.76217681,79.5681,0.7521,47RFH64Q+C48F,Z5
-33.4319806,-70.77093373,63.5937,0.7645,47RFH69H+6J4J,Z5
-33.43482165,-70.7759002,102.7409,0.8908,47RFH68F+3JH2,Z5
-33.4422092,-70.77188391,182.3581,0.8379,47RFH65H+469P,Z5
-33.46294412,-70.76170771,36.5671,0.6598,47RFG6PQ+R8F7,Z5
-33.4323243,-70.79474245,47.5273,0.7826,47RFH694+34C2,Z5
-33.44020004,-70.76564645,10.4314,0.7138,47RFH65M+WP9V,Z5
-33.45379132,-70.7667707,72.5206,0.8276,47RFG6WM+F7Q7,Z5
-33.45202612,-70.78115924,181.3311,0.9178,47RFG6X9+5GPX,Z5
-33.45503745,-70.7680572,13.9261,0.7902,47RFG6VJ+XQPC,Z5
-33.43804348,-70.76376101,79.1685,0.7275,47RFH66P+QFQ8,Z5
-33.45295777,-70.76541276,13.9115,0.67,47RFG6WM+RR8Q,Z5
-33.44218735,-70.76222122,41.0261,0.6954,47RFH65Q+44CH,Z5
-33.44616589,-70.76183048,22.0214,0.6994,47RFH63Q+G7M7,Z5
-33.43625908,-70.76869834,13.7412,0.717,47RFH67J+FGVP,Z5
-33.45395555,-70.78003995,72.0244,0.8954,47RFG6W9+CX8P,Z5
-33.45330337,-70.76897474,281.8743,0.8192,47RFG6WJ+MCCX,Z5
-33.43390982,-70.77018243,114.8534,0.7471,47RFH68H+CWPJ,Z5
-33.4615454,-70.76179086,26.2049,0.7548,47RFG6QQ+97P4,Z5
-33.46387554,-70.78245576,22.319,0.7202,47RFG6P9+C2VV,Z5
-33.43188744,-70.77665039,13.8627,0.7201,47RFH69F+68XC,Z5
