latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.41697319,-70.57587311,64.0173,0.7919,47RFHCMF+6M62,Z2
-33.41780374,-70.58091056,265.8311,0.8946,47RFHCJ9+VJGX,Z2
-33.40050827,-70.56207752,271.9357,0.8185,47RFHCXQ+Q5VP,Z2
-33.40260392,-70.56438518,22.407,0.7636,47RFHCWP+X65W,Z2
-33.40456412,-70.56611966,36.7981,0.6615,47RFHCWM+5HCC,Z2
-33.39733214,-70.55935667,7.9139,0.6994,47RFJC3R+376P,Z2
-33.41505094,-70.57158915,14.5983,0.6688,47RFHCMH+X9FR,Z2
-33.41102522,-70.5515786,41.94,0.6543,47RFHCQX+H9MV,Z2
-33.39523151,-70.59890662,407.4494,0.7324,47RFJC32+WC4Q,Z2
-33.4137337,-70.57533238,46.5358,0.7801,47RFHCPF+GV3M,Z2
-33.39027328,-70.56812581,61.6009,0.8275,47RFJC5J+VPX5,Z2
-33.41217164,-70.56785809,190.0057,0.7657,47RFHCQJ+4VJ4,Z2
-33.41586364,-70.56255433,123.085,0.8902,47RFHCMP+MX4F,Z2
-33.41153843,-70.56285549,176.792,0.8636,47RFHCQP+9VJG,Z2
-33.40376474,-70.55135019,25.3638,0.7079,47RFHCWX+FFRH,Z2
-33.41647517,-70.59362949,130.3382,0.6803,47RFHCM4+CG5X,Z2
-33.41868729,-70.59412238,158.9788,0.835,47RFHCJ4+G9CC,Z2
-33.39040669,-70.57066028,52.9596,0.8227,47RFJC5H+RPPQ,Z2
-33.41720949,-70.5786117,179.1634,0.8348,47RFHCMC+4H6M,Z2
-33.39499244,-70.55202474,191.0898,0.7452,47RFJC4X+2556,Z2
-33.41646826,-70.5756221,37.4567,0.7081,47RFHCMF+CQ66,Z2
-33.41949743,-70.59217465,13.1982,0.6945,47RFHCJ5+6443,Z2
-33.40006321,-70.5587622,12.1253,0.7256,47RFHCXR+XFHG,Z2
-33.39396452,-70.55839557,121.7701,0.8441,47RFJC4R+CJ9F,Z2
-33.39097196,-70.56300644,121.0439,0.8876,47RFJC5P+JQ95,Z2
-33.4043522,-70.5554055,52.9511,0.8423,47RFHCWV+7R5R,Z2
